title	year	director	cast	genre	notes
East of Java	1935	George Melford	"Charles Bickford, Elizabeth Young, Frank Albertson"	"Adventure, Drama"	
Eight Bells	1935	Roy William Neill	"Ann Sothern, Ralph Bellamy, Catherine Doucet"	"Drama, Adventure"	
Escapade	1935	Robert Z. Leonard	"William Powell, Luise Rainer, Reginald Owen"	"Comedy, Romance"	
Every Night at Eight	1935	Raoul Walsh	"George Raft, Alice Faye, Frances Langford"	"Comedy, Musical"	
The Farmer Takes a Wife	1935	Victor Fleming	"Henry Fonda, Janet Gaynor, Charles Bickford"	"Comedy, Romance"	
Fighting Caballero	1935	Elmer Clifton	"Rex Lease, Dorothy Gulliver"	Western	
The Flame Within	1935	Edmund Goulding	"Maureen O'Sullivan, Ann Harding, Louis Heyward"	Drama	
Four Hours to Kill	1935	Mitchell Leisen	"Richard Barthelmess, Roscoe Karns, Ray Milland"	"Drama, Crime"	
Freckles	1935	"Edward Killy, William Hamilton"	"Tom Brown, Virginia Weidler"	Drama	
Frisco Kid	1935	Lloyd Bacon	"James Cagney, Ricardo Cortez, Margaret Lindsay"	"Drama, Adventure"	
Front Page Woman	1935	Michael Curtiz	"Bette Davis, George Brent, Roscoe Karns"	"Drama, Romance"	
G Men	1935	William Keighley	"James Cagney, Ann Dvorak, Edward Pawley"	"Drama, Crime"	
Gigolette	1935	Charles Lamont	"Adrienne Ames, Ralph Bellamy, Donald Cook, Robert Armstrong"	Romance	
The Gilded Lily	1935	Wesley Ruggles	"Claudette Colbert, Fred MacMurray, Ray Milland"	"Comedy, Romance"	
The Girl from 10th Avenue	1935	Alfred E. Green	"Bette Davis, Ian Hunter, Alison Skipworth"	Drama	
The Glass Key	1935	Frank Tuttle	"George Raft, Edward Arnold, Claire Dodd"	"Drama, Crime"	
Go Into Your Dance	1935	Archie Mayo	"Al Jolson, Ruby Keeler, Glenda Farrell"	Musical	
Goin' to Town	1935	Alexander Hall	"Mae West, Paul Cavanagh, Gilbert Emery"	"Comedy, Musical"	
Going Highbrow	1935	Robert Florey	"Edward Everett Horton, ZaSu Pitts, Guy Kibbee"	"Comedy, Romance"	
Gold Diggers of 1935	1935	Busby Berkeley	"Dick Powell, Alice Brady, Hugh Herbert"	"Comedy, Musical"	
The Good Fairy	1935	William Wyler	"Margaret Sullavan, Herbert Marshall, Frank Morgan"	Romantic comedy	
Grand Old Girl	1935	John S. Robertson	"May Robson, Fred MacMurray, Edward Van Sloan"	"Drama, Romance"	
The Great Impersonation	1935	Alan Crosland	"Edmund Lowe, Valerie Hobson"	Drama	
Hands Across the Table	1935	Mitchell Leisen	"Carole Lombard, Fred MacMurray, Ralph Bellamy"	"Comedy, Romance"	
The Headline Woman	1935	William Nigh	"Roger Pryor, Heather Angel, Franklin Pangborn"	"Drama, Crime"	
The Healer	1935	Reginald Barker	"Ralph Bellamy, Judith Allen, Mickey Rooney"	Drama	
Here Comes the Band	1935	Paul Sloane	"Ted Lewis, Virginia Bruce, Nat Pendleton"	"Comedy, Musical"	
Home on the Range	1935	Arthur Jacobson	"Randolph Scott, Jackie Coogan, Evelyn Brent"	Western	
"Hi, Gaucho!"	1935	Tommy Atkins	"John Carroll, Steffi Duna, Rod La Rocque, Montagu Love"	Comedy	
Hooray for Love	1935	Walter Lang	"Ann Sothern, Gene Raymond"	Musical comedy	
Hop-Along Cassidy	1935	Howard Bretherton	"William Boyd, James Ellison, Paula Stone"	Western	
Hot Tip	1935	"Ray McCarey, James Gleason"	"ZaSu Pitts, James Gleason, Margaret Callahan, Russell Gleason"	Comedy	
I Dream Too Much	1935	Walter Lang	"Henry Fonda, Lily Pons, Lucille Ball"	"Comedy, Musical"	
I Live for Love	1935	Busby Berkeley	"Dolores del R?o, Everett Marshall, Don Alvarado"	"Musical, Romance"	
The Imperfect Lady	1935	Tim Whelan	"Frank Morgan, Cicely Courtneidge"	Comedy	MGM
In Caliente	1935	Lloyd Bacon	"Dolores del R?o, Pat O'Brien, Edward Everett Horton"	"Musical, Comedy"	
In Old Kentucky	1935	George Marshall	"Will Rogers, Dorothy Wilson, Charles Sellon"	Comedy	
The Informer	1935	John Ford	"Victor McLaglen, Preston Foster, Donald Meek"	Drama	
It's a Small World	1935	Irving Cummings	"Spencer Tracy, Wendy Barrie, Raymond Walburn"	Comedy	
Justice of the Range	1935	David Selman	"Ward Bond, Gabby Hayes, Tim McCoy"	Western	
Kind Lady	1935	George B. Seitz	"Aline MacMahon, Basil Rathbone"	Drama	
Laddie	1935	George Stevens	"John Beal, Gloria Stuart, Virginia Weidler"	"Comedy, Drama"	
The Last Days of Pompeii	1935	Merian C. Cooper	"Preston Foster, Basil Rathbone, Alan Hale"	"Drama, Adventure"	
The Last Outpost	1935	"Charles Barton, Louis J. Gasnier"	"Cary Grant, Claude Rains, Kathleen Burke"	"Drama, War"	
Life Begins At Forty	1935	George Marshall	"Will Rogers, Rochelle Hudson, George Barbier"	Comedy	
Life Returns	1935	Eugene Frenke	"Onslow Stevens, Lois Wilson"	"Drama, Science fiction"	
Little Big Shot	1935	Michael Curtiz	"Robert Armstrong, Sybil Jason, Ward Bond"	Comedy	
The Little Colonel	1935	David Butler	"Shirley Temple, Lionel Barrymore, Hattie McDaniel"	"Comedy, Drama"	
The Littlest Rebel	1935	David Butler	"Shirley Temple, John Boles, Jack Holt"	Drama	
The Lives of a Bengal Lancer	1935	Henry Hathaway	"Gary Cooper, Franchot Tone, Richard Cromwell"	"Drama, Adventure"	
Living on Velvet	1935	Frank Borzage	"George Brent, Kay Francis, Henry O'Neill"	"Drama, Romance"	
Love in Bloom	1935	Elliott Nugent	"George Burns, Gracie Allen, Dixie Lee"	"Comedy, Romance"	
Love Me Forever	1935	Victor Schertzinger	"Grace Moore, Leo Carrillo, Spring Byington"	"Drama, Musical"	
Mad Love	1935	Karl Freund	"Peter Lorre, Frances Drake, Colin Clive"	"Drama, Horror"	
Magnificent Obsession	1935	John M. Stahl	"Robert Taylor, Irene Dunne, Ralph Morgan"	"Drama, Romance"	
Make a Million	1935	Lewis D. Collins	"Charles Starrett, Pauline Brooks, James Burke"	Comedy	
Man on the Flying Trapeze	1935	"Clyde Bruckman, W. C. Fields"	"W. C. Fields, Kathleen Howard, Mary Brian"	Comedy	
The Man Who Broke the Bank at Monte Carlo	1935	Stephen Roberts	"Ronald Colman, Joan Bennett, Colin Clive"	Comedy	
Manhattan Moon	1935	Stuart Walker	"Ricardo Cortez, Dorothy Page, Hugh O'Connell"	"Comedy, Musical"	
Mark of the Vampire	1935	Tod Browning	"Bela Lugosi, Lionel Barrymore, Elizabeth Allan"	"Mystery, Horror"	
Maybe It's Love	1935	William C. McGann	"Gloria Stuart, Ross Alexander, Ruth Donnelly"	"Comedy, Romance"	
Men of Action	1935	Alan James	"Frankie Darro, Edwin Maxwell, Fred Kohler"	"Drama, Action"	
Men Without Names	1935	Ralph Murphy	"Fred MacMurray, Madge Evans, J.C. Nugent"	"Drama, Crime"	
Metropolitan	1935	Richard Boleslawski	"Lawrence Tibbett, Alice Brady, Virginia Bruce"	"Drama, Musical"	
Midnight Phantom	1935	Bernard B. Ray	"Reginald Denny, Claudia Dell, Lloyd Hughes"	"Drama, Crime"	
A Midsummer Night's Dream	1935	"William Dieterle, Max Reinhardt"	"Olivia de Havilland, James Cagney, Mickey Rooney"	"Comedy, Fantasy"	
Les Mis?rables	1935	Richard Boleslawski	"Charles Laughton, Fredric March, Rochelle Hudson"	"Drama, Romance"	
Miss Pacific Fleet	1935	Ray Enright	"Joan Blondell, Glenda Farrell, Hugh Herbert"	Comedy	
Mississippi	1935	Wesley Ruggles	"Bing Crosby, Joan Bennett, W. C. Fields"	"Comedy, Musical"	
Mister Dynamite	1935	Alan Crosland	"Edmund Lowe, Matt McHugh, Esther Ralston"	"Drama, Crime"	
Moonlight on the Prairie	1935	D. Ross Lederman	"Dick Foran, Sheila Bromley, George E. Stone"	Western musical	
Murder in Harlem	1935	Oscar Micheaux	"Clarence Brooks, Dorothy Van Engle, Alice B. Russell"	"Drama, Mystery"	
Murder in the Fleet	1935	Edward Sedgwick	"Robert Taylor, Arthur Byron, Una Merkel"	"Comedy, Drama"	
The Murder Man	1935	Tim Whelan	"Spencer Tracy, Virginia Bruce, William Demarest"	"Drama, Crime"	
Murder on a Honeymoon	1935	Lloyd Corrigan	"Edna May Oliver, Leo G. Carroll, Lola Lane"	"Comedy, Mystery"	
Mutiny on the Bounty	1935	Frank Lloyd	"Charles Laughton, Clark Gable, Franchot Tone"	"Drama, Adventure"	
The Mystery of Edwin Drood	1935	Stuart Walker	"Claude Rains, Douglass Montgomery, E.E. Clive"	"Drama, Mystery"	
Naughty Marietta	1935	Robert Z. Leonard	"Jeanette MacDonald, Nelson Eddy, Elsa Lancaster"	"Drama, Musical"	
A Night at the Opera	1935	"Sam Wood, Edmund Goulding"	"Marx Brothers, Kitty Carlisle"	"Comedy, Musical"	
Night Life of the Gods	1935	Lowell Sherman	"Alan Mowbray, Gilbert Emery, Henry Armetta"	"Comedy, Fantasy"	
The Nitwits	1935	George Stevens	"Bert Wheeler, Robert Woolsey"	Comedy	
No More Ladies	1935	"Edward H. Griffith, George Cukor"	"Joan Crawford, Robert Montgomery, Joan Fontaine"	"Comedy, Romance"	
The Nut Farm	1935	Melville W. Brown	"Betty Alden, Oscar Apfel, Wallace Ford"	Comedy	
O'Shaughnessy's Boy	1935	Richard Boleslawski	"Wallace Beery, Leona Maricle, Jackie Cooper"	Drama	
Oil for the Lamps of China	1935	Mervyn LeRoy	"Pat O'Brien, Josephine Hutchinson, Jean Muir"	Drama	
Old Man Rhythm	1935	Edward Ludwig	"Charles ""Buddy"" Rogers, George Barbier, Barbara Kent, Grace Bradley"	Musical	
Once in a Blue Moon	1935	"Ben Hecht, Charles MacArthur"	"Jimmy Savo, Cecilia Loftus, George Mitchell"	"Comedy, Drama"	
One Frightened Night	1935	Christy Cabanne	"Lucien Littlefield, Mary Carlisle, Regis Toomey"	"Comedy, Horror"	
Our Little Girl	1935	John S. Robertson	"Shirley Temple, Rosemary Ames, Joel McCrea"	Drama	
The Pace That Kills	1935	William A. O'Connor	"Sheila Bromley, Lois January, Charles Delaney"	Drama	
Paddy O'Day	1935	Lewis Seller	"Jane Withers, Pinky Tomlin, Rita Hayworth"	Drama	
Page Miss Glory	1935	Mervyn LeRoy	"Marion Davies, Pat O'Brien, Dick Powell"	Romantic comedy	
Paris in Spring	1935	Lewis Milestone	"Mary Ellis, Tullio Carminati, Ida Lupino"	Comedy	
Party Wire	1935	Erle C. Kenton	"Jean Arthur, Victor Jory, Charley Grapewin"	Comedy	
People Will Talk	1935	Alfred Santell	"Charles Ruggles, Mary Boland, Leila Hyams"	Comedy	
The People's Enemy	1935	Crane Wilbur	"Melvyn Douglas, Preston Foster, Lila Lee"	"Drama, Crime"	
Peter Ibbetson	1935	Henry Hathaway	"Gary Cooper, Ann Harding, Ida Lupino"	Drama	
Piernas de seda	1935	John Boland	"Rosita Moreno, Raul Roulien, and Enrique de Rosas"	Comedy	Spanish-language
Princess O'Hara	1935	David Burton	"Jean Parker, Chester Morris, Ralph Remley"	Comedy	
Private Worlds	1935	Gregory La Cava	"Claudette Colbert, Joel McCrea, Charles Boyer"	Drama	
Professional Soldier	1935	Tay Garnett	"Victor McLaglen, Freddie Bartholomew, Gloria Stuart"	"Drama, Adventure"	
Public Hero No. 1	1935	J. Walter Ruben	"Jean Arthur, Lionel Barrymore, Joseph Calleia"	"Drama, Crime"	
Rainbow's End	1935	Norman Spencer	"Hoot Gibson, Oscar Apfel, June Gale"	Western	
The Rainmakers	1935	Fred Guiol	"Bert Wheeler, Robert Woolsey, Dorothy Lee"	Comedy	
The Raven	1935	Lew Landers	"Bela Lugosi, Boris Karloff, Irene Ware"	"Drama, Horror"	
Reckless	1935	Victor Fleming	"Jean Harlow, William Powell, Rosalind Russell"	"Comedy, Musical"	
Red Salute	1935	Sidney Lanfield	"Barbara Stanwyck, Robert Young, Purnell Pratt"	Drama	
Remember Last Night?	1935	James Whale	"Constance Cummings, Robert Young, Edward Arnold"	"Comedy, Mystery"	
Rendezvous	1935	Sam Wood	"William Powell, Rosalind Russell, Cesar Romero"	"Comedy, Drama"	
The Return of Peter Grimm	1935	"George Nicholls, Jr."	"Lionel Barrymore, Helen Mack, Edward Ellis, Donald Meek"	Drama	
The Right to Live	1935	William Keighley	"Josephine Hutchinson, George Brent, Peggy Wood"	Drama	
Roberta	1935	William A. Seiter	"Irene Dunne, Fred Astaire, Ginger Rogers"	Musical	
Rocky Mountain Mystery	1935	Charles Barton	"Randolph Scott, Ann Sheridan"	Western	
Romance in Manhattan	1935	Stephen Roberts	"Ginger Rogers, Francis Lederer, Jimmy Butler"	"Comedy, Drama"	
Rough Riding Ranger	1935	Elmer Clifton	"Rex Lease, Bobby Nelson, Janet Chandler"	Comady	
Ruggles of Red Gap	1935	Leo McCarey	"Charles Laughton, Roland Young, ZaSu Pitts"	Comedy	
Rustler's Paradise	1935	Harry L. Fraser	"Harry Carey, Slim Whitaker, Carmen Bailey"	Western	
The Scoundrel	1935	"Ben Hecht, Charles MacArthur"	"No?l Coward, Martha Sleeper, Alexander Woollcott"	"Comedy, Drama"	
Shanghai	1935	James Flood	"Loretta Young, Charles Boyer, Warner Oland"	"Comedy, Drama"	
She	1935	"Irving Pichel, Lansing C. Holden"	"Helen Gahagan, Randolph Scott, Nigel Bruce"	"Adventure, Fantasy"	
She Couldn't Take It	1935	Tay Garnett	"Joan Bennett, Walter Connolly, Wallace Ford"	Comedy	
She Gets Her Man	1935	William Nigh	"Ward Bond, ZaSu Pitts, Lucien Littlefield"	"Comedy, Crime"	
She Married Her Boss	1935	Gregory La Cava	"Claudette Colbert, Melvyn Douglas, Jean Dixon"	"Comedy, Drama"	
The Singer of Naples	1935	"Howard Bretherton, Moreno Cuyar"	"Enrico Caruso, Jr., Mona Maris"	Musical	Spanish language
Smart Girl	1935	Aubrey Scotto	"Ida Lupino, Kent Taylor, Joseph Cawthorn"	"Comedy, Drama"	
So Red the Rose	1935	King Vidor	"Walter Connolly, Margaret Sullavan, Randolph Scott"	Drama	
Society Fever	1935	Frank R. Strayer	"Lois Wilson, Guinn Williams, Hedda Hopper"	Comedy	
Special Agent	1935	William Keighley	"Bette Davis, Ricardo Cortez, George Brent"	"Drama, Crime"	
Splendor	1935	Elliott Nugent	"Miriam Hopkins, Joel McCrea, Helen Westley"	"Comedy, Drama"	
Star of Midnight	1935	Stephen Roberts	"William Powell, Ginger Rogers, Ward Bond"	"Comedy, Mystery"	
Stars Over Broadway	1935	William Keighley	"Pat O'Brien, James Melton, Jane Froman"	"Comedy, Musical"	
Steamboat Round the Bend	1935	John Ford	"Will Rogers, Anne Shirley, Eugene Pallette"	Comedy	
Stolen Harmony	1935	Alfred L. Werker	"George Raft, Ben Bernie, Lloyd Nolan"	"Comedy, Musical"	
Storm Over the Andes	1935	Christy Cabanne	"Gene Lockhart, Jack Holt, Antonio Moreno"	"Drama, Adventure"	
Stormy	1935	Lew Landers	"Noah Beery, Jr., Fred Kohler, J. Farrell MacDonald"	Western	
Stranded	1935	Frank Borzage	"George Brent, Kay Francis, Robert Barrat"	Drama	
Sweet Music	1935	Alfred E. Green	"Rudy Vall?e, Ann Dvorak, Helen Morgan"	Musical	
A Tale of Two Cities	1935	Jack Conway	"Ronald Colman, Edna May Oliver, Basil Rathbone"	Drama	
Ten Dollar Raise	1935	George Marshall	"Edward Everett Horton, Karen Morley, Berton Churchill"	Comedy	
Thanks a Million	1935	Roy Del Ruth	"Dick Powell, Raymond Walburn, Patsy Kelly"	"Comedy, Musical"	
The Three Musketeers	1935	Rowland V. Lee	"Paul Lukas, Walter Abel, Heather Angel"	"Adventure, Action"	
Times Square Lady	1935	George B. Seitz	"Robert Taylor, Virginia Bruce, Pinky Tomlin"	"Romance, Musical"	
To Beat the Band	1935	Benjamin Stoloff	"Hugh Herbert, Evelyn Poe, Helen Broderick"	"Comedy, Musical"	
Top Hat	1935	Mark Sandrich	"Fred Astaire, Ginger Rogers, Edward Everett Horton"	"Comedy, Musical"	
Tumbling Tumbleweeds	1935	Joseph Kane	"Gene Autry, Smiley Burnette, Lucille Brown"	Western	
Twenty Dollars a Week	1935	Wesley Ford	"James Murray, Dorothy Revier, William Worthington"	"Comedy, Drama"	
Under Pressure	1935	Raoul Walsh	"Edmund Lowe, Victor McLaglen, Charles Bickford"	Drama	
Under the Pampas Moon	1935	James Tinling	"Warner Baxter, Ketti Gallian, Jack LaRue"	"Western, Musical"	
Vanessa: Her Love Story	1935	William K. Howard	"Helen Hayes, Robert Montgomery, Otto Kruger"	"Drama, Romance"	
Village Tale	1935	John Cromwell	"Randolph Scott, Kay Johnson, Robert Barrat"	Drama	
Waterfront Lady	1935	Joseph Santley	"Ann Rutherford, Frank Albertson, Ward Bond"	Drama	
Way Down East	1935	Henry King	"Henry Fonda, Rochelle Hudson, Margaret Hamilton"	Drama	
The Wedding Night	1935	King Vidor	"Gary Cooper, Anna Sten, Helen Vinson"	Drama	
We're Only Human	1935	James Flood	"Preston Foster, Jane Wyatt"	Drama	
Werewolf of London	1935	Stuart Walker	"Henry Hull, Warner Oland, Valerie Hobson"	"Horror, Sci-fi"	
West Point of the Air	1935	Richard Rosson	"Robert Taylor, Wallace Beery, Rosalind Russell"	Drama	
Westward Ho	1935	Robert N. Bradbury	"John Wayne, Sheila Bromley, Hank Bell"	Western	
While the Patient Slept	1935	Ray Enright	"Aline MacMahon, Guy Kibbee, Allen Jenkins"	Comedy	
Whipsaw	1935	"James Wong Howe, Sam Wood"	"Spencer Tracy, Myrna Loy, John Qualen"	"Comedy, Drama"	
The Whole Town's Talking	1935	John Ford	"Edward G. Robinson, Jean Arthur, Arthur Byron"	Comedy	
Wings in the Dark	1935	James Flood	"Cary Grant, Myrna Loy, Matt McHugh"	"Drama, Adventure"	
The Woman in Red	1935	Robert Florey	"Barbara Stanwyck, Genevieve Tobin, Gene Raymond"	Drama	
Woman Wanted	1935	George B. Seitz	"Maureen O'Sullivan, Joel McCrea, Louis Calhern"	Drama	
Your Uncle Dudley	1935	James Tinling	"Edward Everett Horton, Jane Barnes, John McGuire"	Comedy	
15 Maiden Lane	1936	Allan Dwan	"Claire Trevor, Cesar Romero, Lloyd Nolan"	"Drama, Crime"	Paramount
36 Hours to Kill	1936	Eugene Forde	"Brian Donlevy, Gloria Stuart, Warren Hymer"	Drama	
Absolute Quiet	1936	George B. Seitz	"Lionel Atwill, Raymond Walburn, Irene Hervey"	"Comedy, Drama"	MGM
The Accusing Finger	1936	James P. Hogan	"Paul Kelly, Kent Taylor, Marsha Hunt"	"Drama, Crime"	Paramount
Aces and Eights	1936	Sam Newfield	"Tim McCoy, Luana Walters, Rex Lease"	Western	
After the Thin Man	1936	W. S. Van Dyke	"William Powell, Myrna Loy, James Stewart"	"Comedy, Mystery"	MGM
All American Chump	1936	Edwin L. Marin	"Stuart Erwin, Betty Furness, Edmund Gwenn"	Comedy	MGM
Along Came Love	1936	Bert Lytell	"Irene Hervey, H. B. Warner, Charles Starrett"	Comedy	Paramount
And So They Were Married	1936	Elliott Nugent	"Mary Astor, Melvyn Douglas, Edith Fellows"	"Comedy, Romance"	
Anthony Adverse	1936	Mervyn LeRoy	"Fredric March, Olivia de Havilland, Donald Woods, Anita Louise, Edmund Gwenn, Claude Rains, Louis Hayward, Gale Sondergaard (Academy Award for Best Supporting Actress)"	"Drama, Romance"	Best Picture nominee
Anything Goes	1936	Lewis Milestone	"Bing Crosby, Ethel Merman, Ida Lupino"	"Comedy, Musical"	Paramount
Banjo on My Knee	1936	John Cromwell	"Barbara Stanwyck, Joel McCrea, Walter Brennan"	"Comedy, Musical"	20th Century Fox
Beloved Enemy	1936	H. C. Potter	"Merle Oberon, Brian Aherne, David Niven"	Drama	United Artists
Bengal Tiger	1936	Louis King	"Barton MacLane, June Travis"	"Drama, Adventure"	Warner Bros.
Beyond the Caribbean	1936	"Andr? Roosevelt, Ewing Scott"	"Andr? Roosevelt, Carol Jeffries"	"Drama, Adventure"	
The Big Broadcast of 1937	1936	Mitchell Leisen	"Jack Benny, George Burns, Gracie Allen"	"Comedy, Musical"	Paramount
Big Brown Eyes	1936	Raoul Walsh	"Cary Grant, Joan Bennett, Walter Pidgeon"	"Comedy, Mystery"	Paramount
The Big Game	1936	"George Nichols, Jr."	"James Gleason, Bruce Cabot, June Travis"	"Drama, Sports"	RKO
The Big Noise	1936	Frank McDonald	"Guy Kibbee, Warren Hull, Alma Lloyd"	Crime comedy	Fox
The Big Show	1936	Mack V. Wright	"Gene Autry, Sons of the Pioneers"	"Western, Musical"	Republic
The Bohemian Girl	1936	"James W. Horne, Charley Rogers"	"Stan Laurel, Oliver Hardy, Thelma Todd"	Comedy	MGM
Border Flight	1936	Otho Lovering	"Frances Farmer, John Howard, Grant Withers"	"Drama, Adventure"	Paramount
Born to Dance	1936	Roy Del Ruth	"Eleanor Powell, James Stewart, Virginia Bruce"	"Comedy, Musical"	MGM
Born to Fight	1936	Charles Hutchison	"Frankie Darro, Jack La Rue, Sheila Bromley"	Drama	
The Bride Walks Out	1936	Leigh Jason	"Barbara Stanwyck, Gene Raymond, Hattie McDaniel"	Comedy	RKO
The Bridge of Sighs	1936	Phil Rosen	"Onslow Stevens, Dorothy Tree, Walter Byron"	Drama	
Bullets or Ballots	1936	William Keighley	"Edward G. Robinson, Barton MacLane, Humphrey Bogart"	"Drama, Crime"	First National
Cain and Mabel	1936	Lloyd Bacon	"Marion Davies, Clark Gable, Allen Jenkins"	Romantic comedy	
Camille	1936	George Cukor	"Greta Garbo, Robert Taylor, Lionel Barrymore"	"Drama, Romance"	MGM
Can This Be Dixie?	1936	George Marshall	"Jane Withers, Slim Summerville, Hattie McDaniel"	"Comedy, Musical"	
Captain Calamity	1936	John Reinhardt	"George Houston, Marian Nixon, Vince Barnett"	"Adventure, Romance"	
Captain January	1936	David Butler	"Shirley Temple, Buddy Ebsen, Guy Kibbee"	Musical	Fox
The Case Against Mrs. Ames	1936	William A. Seiter	"Madeleine Carroll, George Brent, Beulah Bondi"	Drama	
The Case of the Black Cat	1936	William C. McGann	"Ricardo Cortez, June Travis, Guy Usher"	"Drama, Mystery"	Perry Mason
Ceiling Zero	1936	Howard Hawks	"James Cagney, Pat O'Brien, Barton MacLane"	"Drama, Adventure"	
The Charge of the Light Brigade	1936	Michael Curtiz	"Errol Flynn, Olivia de Havilland, Donald Crisp"	"Drama, Adventure"	Warner Bros.
Charlie Chan at the Opera	1936	H. Bruce Humberstone	"Warner Oland, Keye Luke, Boris Karloff"	"Comedy, Mystery"	Fox
Chatterbox	1936	"George Nichols, Jr."	"Anne Shirley, Phillips Holmes, Lucille Ball"	"Comedy, Drama"	
China Clipper	1936	Ray Enright	"Pat O'Brien, Ross Alexander, Humphrey Bogart"	Drama	
Colleen	1936	Alfred E. Green	"Dick Powell, Joan Blondell, Hugh Herbert"	"Comedy, Musical"	Warner Bros.
College Holiday	1936	Frank Tuttle	"George Burns, Gracie Allen, Jack Benny"	Comedy	Paramount
Come and Get It	1936	"Howard Hawks, William Wyler"	"Edward Arnold, Joel McCrea, Frances Farmer, Walter Brennan (Academy Award for Best Supporting Actor)"	Drama	United Artists
Counterfeit	1936	Erle C. Kenton	"Lloyd Nolan, Chester Morris, George McKay"	"Drama, Crime"	
The Country Doctor	1936	Henry King	"Jean Hersholt, Jane Darwell, John Qualen"	Drama	
Crack-Up	1936	Malcolm St. Clair	"Peter Lorre, Brian Donlevy, Helen Wood"	Drama	Fox
Craig's Wife	1936	Dorothy Arzner	"Rosalind Russell, John Boles, Alma Kruger"	Drama	Columbia
Crash Donovan	1936	William Nigh	"Jack Holt, Ward Bond, Nan Grey"	"Drama, Crime"	
